ArcLength, DeltaFA
-40.0447,-0.0030304036842105364
-39.5447,-0.005251721052631636
-39.0447,-0.007040847368421088
-38.5447,-0.008427460000000053
-38.0447,-0.008136191578947377
-37.5447,-0.005444930526315922
-37.0447,-1.1955473684222007E-4
-36.5447,0.0062502652631578615
-36.0447,0.010650574736842111
-35.5447,0.010281870526315795
-35.0447,0.0038178221052631023
-34.5447,-0.0065925831578946825
-34.0447,-0.015248117894736679
-33.5447,-0.016259569473684343
-33.0447,-0.008616007368421164
-32.5447,0.0035669421052632044
-32.0447,0.014875705263157901
-31.5447,0.022364265263158045
-31.0447,0.028674492631579063
-30.5447,0.03597792736842098
-30.0447,0.04333110105263155
-29.5447,0.04661137368421059
-29.0447,0.043935530526315825
-28.5447,0.03727565894736834
-28.0447,0.031160581052631475
-27.5447,0.028943249473684207
-27.0447,0.031276248421052644
-26.5447,0.0359231915789473
-26.0447,0.04121805263157907
-25.5447,0.045763676842105305
-25.0447,0.04890899684210526
-24.5447,0.0501116368421054
-24.0447,0.04761440105263143
-23.5447,0.04019960315789467
-23.0447,0.03003301578947354
-22.5447,0.02109317473684208
-22.0447,0.01630660631578948
-21.5447,0.015636283157894726
-21.0447,0.015628795789473737
-20.5447,0.01403724842105264
-20.0447,0.010976535789473718
-19.5447,0.007568566315789393
-19.0447,0.004451865263157939
-18.5447,0.001167098947368328
-18.0447,-0.002177493684210441
-17.5447,-0.004576735789473874
-17.0447,-0.005495131578947321
-16.5447,-0.004861874736842131
-16.0447,-0.003564091578947326
-15.5447,-0.0021672810526315867
-15.0447,-8.998947368410448E-5
-14.5447,0.0034448726315789435
-14.0447,0.008717327368421013
-13.5447,0.014401987368421076
-13.0447,0.01854284631578962
-12.5447,0.02042323789473699
-12.0447,0.020121263157894698
-11.5447,0.018616133684210334
-11.0447,0.01716592631578967
-10.5447,0.015965594736842115
-10.0447,0.01549142210526333
-9.54468,0.015697656842105334
-9.04468,0.01603414000000014
-8.54468,0.01655978631578936
-8.04468,0.016594634736842084
-7.54468,0.01549074631578945
-7.04468,0.012433621052631683
-6.54468,0.007696963157894698
-6.04468,0.0034930210526316063
-5.54468,0.001646990526315617
-5.04468,0.0037370947368419727
-4.54468,0.008834511578947435
-4.04468,0.014211818947368338
-3.54468,0.01674345578947356
-3.04468,0.015097348421052592
-2.54468,0.010461679999999807
-2.04468,0.004666470526315747
-1.54468,1.969515789474463E-4
-1.04468,-0.0025183515789473088
-0.544685,-0.0044112189473685115
-0.0446846,-0.0031464936842105495
0.455315,0.001255883157894655
0.955315,0.0040152915789473664
1.45532,0.005202201052631583
1.95532,0.005245857894736805
2.45532,0.004248046315789511
2.95532,0.0034102336842105063
3.45532,0.0048619694736841135
3.95532,0.008549633684210467
4.45532,0.013203690526315592
4.95532,0.016828967368421044
5.45532,0.018850927368420978
5.95532,0.020375822105263175
6.45532,0.021960948421052673
6.95532,0.023567135789473614
7.45532,0.023849152631578996
7.95532,0.0219365221052632
8.45532,0.018391426315789494
8.95532,0.015451444210526355
9.45532,0.01446476526315793
9.95532,0.01461779684210518
10.4553,0.013784371578947296
10.9553,0.011881303157894818
11.4553,0.010907430526315709
11.9553,0.013052042105263062
12.4553,0.01908554842105259
12.9553,0.02707178210526301
13.4553,0.03392587999999991
13.9553,0.03547607684210513
14.4553,0.030607192631578906
14.9553,0.021501863157894763
15.4553,0.012952834736842167
15.9553,0.008175666315789643
16.4553,0.00641964000000006
16.9553,0.004529412631578911
17.4553,9.46338947368619E-4
17.9553,-0.002265442105263027
18.4553,-0.002157671578947473
18.9553,0.0024409221052631436
19.4553,0.0089741547368421
19.9553,0.013191017894736756
20.4553,0.012730122105263142
20.9553,0.009077819999999903
21.4553,0.00577419368421056
21.9553,0.0056158926315788005
22.4553,0.01010998631578941
22.9553,0.016833274736842152
23.4553,0.0221219042105264
23.9553,0.022440933684210518
24.4553,0.017361238947368407
24.9553,0.009334187368420954
25.4553,0.0025115347368420693
25.9553,-1.8357999999990549E-4
26.4553,0.0016963515789473749
26.9553,0.00681801473684196
27.4553,0.012527036842105155
27.9553,0.017420427368421088
28.4553,0.019573060000000087
28.9553,0.01818976315789489
29.4553,0.014096318947368291
29.9553,0.008471616842105179
30.4553,0.003616729473683966
30.9553,0.0011673842105263676
31.4553,0.0019379694736841868
31.9553,0.005282196842105291
32.4553,0.009440044210526355
32.9553,0.013260028421052505
33.4553,0.01676481894736853
33.9553,0.019797545263157912
34.4553,0.02178543052631554
34.9553,0.020108937894736556
35.4553,0.012258116842105093
35.9553,-0.0011822389473683526
36.4553,-0.017739510526315616
36.9553,-0.03341452842105247
37.4553,-0.04413437578947366
37.9553,-0.04850914210526325
38.4553,-0.04777099473684207
38.9553,-0.045492021052631615
39.4553,-0.04233210736842105
