Arc_length vs Data,010_06months_DTI_antsBM,012_06months_DTI_antsBM,013_05months_DTI_antsBM,014_05months_DTI_antsBM,016_04months_DTI_antsBM,019_04months_DTI_antsBM,020_05months_DTI_antsBM,021_05months_DTI_antsBM,022_05months_DTI_antsBM,023_05months_DTI_antsBM,025_04months_DTI_antsBM,028_04months_DTI_antsBM,029_04months_DTI_antsBM,030_04months_DTI_antsBM,031_04months_DTI_antsBM,032_06months_DTI_antsBM,035_06months_DTI_antsBM,036_06months_DTI_antsBM,Atlas
-14.4637,0.00177308,0.00172126,0.00170942,0.00192165,0.00188979,0.00183791,0.00115109,0.00187668,0.00168304,0.0015501,0.00146603,0.00203435,0.00161136,0.00169773,0.001964,0.00156745,0.00193996,0.00190693,0.000166222
-13.9637,0.00165022,0.00176009,0.00169896,0.00189262,0.00185923,0.00187452,0.000917986,0.00189365,0.00168006,0.00158509,0.00147359,0.00208623,0.00158533,0.00170285,0.00198579,0.00129163,0.00194442,0.00191531,0.000266068
-13.4637,0.00143076,0.00174595,0.00166354,0.00182237,0.00170901,0.00186841,0.000756835,0.00188635,0.00168971,0.001621,0.00147943,0.00209496,0.00154264,0.00166331,0.0019831,0.00106142,0.0019268,0.0018949,0.000379586
-12.9637,0.0012701,0.0016939,0.00160043,0.00173039,0.00159082,0.00185052,0.000704958,0.00187008,0.0017338,0.00165603,0.00148893,0.00206067,0.00150718,0.0015981,0.00195429,0.000961075,0.00187971,0.0018402,0.000499717
-12.4637,0.00113751,0.00159446,0.00149619,0.00158324,0.00149566,0.00181924,0.000718166,0.00182215,0.00179222,0.00170699,0.00148814,0.00196802,0.00146587,0.00149608,0.00188302,0.000902949,0.00177303,0.00172294,0.000641338
-11.9637,0.00108214,0.00145954,0.0013708,0.00141859,0.00143633,0.0017565,0.000884167,0.00171363,0.00182833,0.00173148,0.00144605,0.00180844,0.0014403,0.00136963,0.00175994,0.00100214,0.00159099,0.00154016,0.000728234
-11.4637,0.00110144,0.00132655,0.00124431,0.00126367,0.00143536,0.00166613,0.00108363,0.00154543,0.00178113,0.00169364,0.00134231,0.00162921,0.00139827,0.00124123,0.0015933,0.0011122,0.00135536,0.00131523,0.000773496
-10.9637,0.00104102,0.00119179,0.00111963,0.00111959,0.00134583,0.00153233,0.00118226,0.0013336,0.0016278,0.0015817,0.00117672,0.00145476,0.00129617,0.00110159,0.00139979,0.00108597,0.00110871,0.00108269,0.000809642
-10.4637,0.000917001,0.00104497,0.00099494,0.000996967,0.00117435,0.00135827,0.00118408,0.00112184,0.00142083,0.00140632,0.000992589,0.00128669,0.00114332,0.00095798,0.00119698,0.000978438,0.000902206,0.000886404,0.000851133
-9.96372,0.000816581,0.000896872,0.000881367,0.000904283,0.00100664,0.0011759,0.00110651,0.00095154,0.00122029,0.00121908,0.000839965,0.00111987,0.00098277,0.000840597,0.00100795,0.000860976,0.000773538,0.000763791,0.000879659
