ArcLength, DeltaFA
-19.0012,7.200000000000262E-4
-18.5012,-0.0017515089655171512
-18.0012,-0.001599491724138008
-17.5012,8.316282758620286E-4
-17.0012,-4.4952206896556324E-4
-16.5012,6.538889655172686E-4
-16.0012,0.003943224137930967
-15.5012,0.008720010344827583
-15.0012,0.017812168965517267
-14.5012,0.03376027103448276
-14.0012,0.05743883999999996
-13.5012,0.0839985393103449
-13.0012,0.10676407517241368
-12.5012,0.12290254965517233
-12.0012,0.1323171399999999
-11.5012,0.13475048965517222
-11.0012,0.12867020068965507
-10.5012,0.11515234275862052
-10.0012,0.09872317379310341
-9.50119,0.08432026689655153
-9.00119,0.07353976689655167
-8.50119,0.06527616551724147
-8.00119,0.05784786137931042
-7.50119,0.05090057931034481
-7.00119,0.04609132000000005
-6.50119,0.045724288965517335
-6.00119,0.050956462068965425
-5.50119,0.06103934896551727
-5.00119,0.0741251427586207
-4.50119,0.08567517172413797
-4.00119,0.0889261448275861
-3.50119,0.0797161544827587
-3.00119,0.062099022068965504
-2.50119,0.04351954275862063
-2.00119,0.028993144137930915
-1.50119,0.018950302068965696
-1.00119,0.010542188965517174
-0.501185,0.0028880558620689722
-0.00118541,-0.00384437724137926
0.498815,-0.009933858620689628
0.998815,-0.01545399103448275
1.49881,-0.017523310344827625
1.99881,-0.012689634482758616
2.49881,8.075468965516586E-4
2.99881,0.02066600206896535
3.49881,0.04325164413793109
3.99881,0.0655787620689654
4.49881,0.08463434965517258
4.99881,0.094035287586207
5.49881,0.09042202137931021
5.99881,0.0739046082758622
6.49881,0.04900634000000015
6.99881,0.024335585517241298
7.49881,0.003450456551724268
7.99881,-0.011068641379310462
8.49881,-0.01702128137931036
8.99881,-0.014579153793103483
9.49881,-0.005512871034482725
9.99881,0.006893000689655093
10.4988,0.018931323448275916
10.9988,0.027244364827586354
11.4988,0.030025622068965585
11.9988,0.029164075172413817
12.4988,0.027062760689655213
12.9988,0.024538842068965477
13.4988,0.018251456551724193
13.9988,0.002716566896551753
14.4988,-0.02156847241379317
14.9988,-0.04768920413793101
15.4988,-0.06822485448275861
15.9988,-0.08180062931034485
16.4988,-0.0856663789655173
16.9988,-0.08192148068965517
17.4988,-0.08350851241379315
17.9988,-0.08788321793103454
