ArcLength, DeltaFA
-31.4028,0.04306114511494251
-30.9028,0.044454731609195386
-30.4028,0.04606908218390804
-29.9028,0.04658907471264365
-29.4028,0.04553849856321837
-28.9028,0.041593666379310335
-28.4028,0.03617585344827587
-27.9028,0.03168301436781609
-27.4028,0.029975672413793092
-26.9028,0.03071082471264372
-26.4028,0.032817172413793116
-25.9028,0.03540085344827584
-25.4028,0.037864301724137905
-24.9028,0.04021876724137932
-24.4028,0.042073172413793186
-23.9028,0.042862968390804584
-23.4028,0.042031758620689696
-22.9028,0.03960229022988504
-22.4028,0.03594128735632185
-21.9028,0.031792060344827594
-21.4028,0.028079396551724173
-20.9028,0.025081939655172553
-20.4028,0.022867574712643668
-19.9028,0.02150808620689651
-19.4028,0.02114811781609202
-18.9028,0.02205606896551726
-18.4028,0.02449057471264371
-17.9028,0.028060040229885008
-17.4028,0.03230657758620692
-16.9028,0.03680985344827581
-16.4028,0.04101025574712647
-15.9028,0.044823672413793036
-15.4028,0.048346333333333325
-14.9028,0.05221554022988506
-14.4028,0.05690429022988491
-13.9028,0.06285964367816088
-13.4028,0.07000157183908051
-12.9028,0.0780603620689655
-12.4028,0.08732469252873565
-11.9028,0.09843931321839083
-11.4028,0.11177776149425273
-10.9028,0.12656551436781627
-10.4028,0.141169488505747
-9.90278,0.1536443678160921
-9.40278,0.16353607183908053
-8.90278,0.17193209482758615
-8.40278,0.1805250287356323
-7.90278,0.19073787068965514
-7.40278,0.20057537356321853
-6.90278,0.2063633620689655
-6.40278,0.2031777787356321
-5.90278,0.18993531609195402
-5.40278,0.16820541666666677
-4.90278,0.14199874137931034
-4.40278,0.1163294396551725
-3.90278,0.09419335919540206
-3.40278,0.07912737931034486
-2.90278,0.07204598275862073
-2.40278,0.07180722701149433
-1.90278,0.07508670114942495
-1.40278,0.0778380833333332
-0.902781,0.07747513505747117
-0.402781,0.07321083045976995
0.0972189,0.06690195689655165
0.597219,0.06159476436781641
1.09722,0.05889681896551713
1.59722,0.059274750000000154
2.09722,0.06294466666666676
2.59722,0.07122451436781607
3.09722,0.08586364655172385
3.59722,0.10734001149425265
4.09722,0.13440795402298855
4.59722,0.16415121551724143
5.09722,0.19339750862068994
5.59722,0.21747316666666688
6.09722,0.2334800833333333
6.59722,0.23918090804597691
7.09722,0.23432400287356303
7.59722,0.22120835344827589
8.09722,0.20171356896551723
8.59722,0.17859313793103454
9.09722,0.15454216954022987
9.59722,0.13234099712643682
10.0972,0.11422878735632175
10.5972,0.10165789655172425
11.0972,0.09560602011494262
11.5972,0.09577832471264358
12.0972,0.10152748563218378
12.5972,0.11158471264367831
13.0972,0.12356567241379302
13.5972,0.13503289367816096
14.0972,0.14347481896551728
14.5972,0.14751322413793116
15.0972,0.1471116781609196
15.5972,0.1428214482758622
16.0972,0.135697051724138
16.5972,0.12751663218390816
17.0972,0.1198311235632184
17.5972,0.11423047126436778
18.0972,0.11164440804597706
18.5972,0.11214078160919536
19.0972,0.11596910919540235
19.5972,0.12235450287356323
20.0972,0.13037264367816095
20.5972,0.13890333620689652
21.0972,0.14672817816091946
21.5972,0.15237616666666656
22.0972,0.15523315804597695
22.5972,0.15412098563218388
23.0972,0.1486854712643678
23.5972,0.139245540229885
24.0972,0.12682125574712644
24.5972,0.11361773563218384
25.0972,0.10234607183908044
25.5972,0.09516785057471272
26.0972,0.0929599109195402
26.5972,0.09657625718390797
27.0972,0.10386915488505756
27.5972,0.11214303850574715
28.0972,0.11771119396551723
28.5972,0.11696946982758623
29.0972,0.11122376206896545
29.5972,0.10257357758620692
30.0972,0.09335192212643675
30.5972,0.08515891235632189
31.0972,0.07855922586206895
