ArcLength,DeltaRD
-19.5525,-3.653506551724138E-4
-19.0525,-3.661523318965519E-4
-18.5525,-3.612959181034483E-4
-18.0525,-3.5532748706896557E-4
-17.5525,-3.4978281034482757E-4
-17.0525,-3.4453745689655153E-4
-16.5525,-3.423051853448274E-4
-16.0525,-3.454259439655175E-4
-15.5525,-3.544542499999997E-4
-15.0525,-3.6483021982758595E-4
-14.5525,-3.700778362068967E-4
-14.0525,-3.652601896551724E-4
-13.5525,-3.521734094827588E-4
-13.0525,-3.330599396551726E-4
-12.5525,-3.1106508189655173E-4
-12.0525,-2.876423620689655E-4
-11.5525,-2.651969612068966E-4
-11.0525,-2.490271465517243E-4
-10.5525,-2.414149568965516E-4
-10.0525,-2.4323086206896557E-4
-9.55246,-2.52201030172414E-4
-9.05246,-2.6324575E-4
-8.55246,-2.7010582327586217E-4
-8.05246,-2.668084913793103E-4
-7.55246,-2.4796987931034503E-4
-7.05246,-2.1228014224137896E-4
-6.55246,-1.6401620258620683E-4
-6.05246,-1.1441367672413794E-4
-5.55246,-7.979310775862059E-5
-5.05246,-7.275612931034465E-5
-4.55246,-9.451657758620695E-5
-4.05246,-1.3227176293103431E-4
-3.55246,-1.684655431034484E-4
-3.05246,-1.8863542241379333E-4
-2.55246,-1.894389870689654E-4
-2.05246,-1.7808866379310335E-4
-1.55246,-1.6527812068965503E-4
-1.05246,-1.5934587068965522E-4
-0.552457,-1.6252828879310336E-4
-0.0524568,-1.7539141379310352E-4
0.447543,-1.9058467672413782E-4
0.947543,-2.012253103448276E-4
1.44754,-2.0622576293103441E-4
1.94754,-2.0565713362068986E-4
2.44754,-2.0126192672413807E-4
2.94754,-1.945118405172416E-4
3.44754,-1.8460953017241408E-4
3.94754,-1.741972327586205E-4
4.44754,-1.6637330603448274E-4
4.94754,-1.6550593965517196E-4
5.44754,-1.719705818965517E-4
5.94754,-1.7860155172413786E-4
6.44754,-1.77707396551724E-4
6.94754,-1.6371043534482764E-4
7.44754,-1.355949913793103E-4
7.94754,-9.794547413793117E-5
8.44754,-6.261093965517263E-5
8.94754,-4.0552133620689614E-5
9.44754,-3.3747219827586134E-5
9.94754,-3.541718965517247E-5
10.4475,-3.5849806034482664E-5
10.9475,-3.286577155172407E-5
11.4475,-3.224788793103426E-5
11.9475,-4.084594396551748E-5
12.4475,-5.977651293103466E-5
12.9475,-8.229443103448275E-5
13.4475,-1.004465560344828E-4
13.9475,-1.1074450431034454E-4
14.4475,-1.154158146551721E-4
14.9475,-1.185037112068966E-4
15.4475,-1.2268134051724128E-4
15.9475,-1.2837552155172413E-4
16.4475,-1.3496351293103455E-4
16.9475,-1.410710129310346E-4
17.4475,-1.449970129310344E-4
17.9475,-1.470699827586209E-4
18.4475,-1.477226810344828E-4
18.9475,-1.468526077586206E-4
