Arc_length vs Data,025_01months_DTI_antsBM,028_01months_DTI_antsBM,031_01months_DTI_antsBM,032_02weeks_DTI_antsBM,033_01months_DTI_antsBM,034_02weeks_DTI_antsBM,035_02weeks_DTI_antsBM,036_02weeks_DTI_antsBM,Atlas
-21.4606,0.123671,0.11933,0.151481,0.125851,0.172285,0.173299,0.133331,0.133608,0.130342
-20.9606,0.133482,0.131624,0.169789,0.125127,0.177999,0.18999,0.137034,0.143725,0.130073
-20.4606,0.138986,0.137386,0.177787,0.124786,0.18027,0.200836,0.138958,0.15099,0.131188
-19.9606,0.142554,0.138951,0.181586,0.124527,0.179835,0.204249,0.138392,0.15496,0.138519
-19.4606,0.143722,0.139671,0.185178,0.125166,0.178341,0.204041,0.136844,0.156439,0.151232
-18.9606,0.143107,0.140879,0.188683,0.126092,0.176514,0.202001,0.135535,0.156877,0.168327
-18.4606,0.142696,0.142996,0.191432,0.127096,0.173723,0.198232,0.135854,0.157284,0.191416
-17.9606,0.144825,0.14646,0.193301,0.127517,0.170472,0.193058,0.138876,0.158225,0.217634
-17.4606,0.149645,0.15151,0.194045,0.126956,0.168159,0.188809,0.143566,0.159872,0.241491
-16.9606,0.154828,0.156555,0.192776,0.12631,0.168379,0.18742,0.147538,0.161691,0.261219
-16.4606,0.155302,0.159674,0.188899,0.126587,0.171015,0.187171,0.149608,0.162201,0.276952
-15.9606,0.150721,0.160174,0.182907,0.128458,0.17464,0.184789,0.150135,0.160444,0.289456
-15.4606,0.144838,0.159447,0.174283,0.131353,0.177095,0.177349,0.14934,0.156036,0.300336
-14.9606,0.140914,0.159994,0.163439,0.133945,0.175067,0.16483,0.145937,0.149081,0.311889
-14.4606,0.141599,0.162942,0.151197,0.134051,0.167275,0.150687,0.139283,0.140587,0.324531
-13.9606,0.146151,0.166696,0.138099,0.129463,0.154491,0.138736,0.129251,0.132646,0.337241
-13.4606,0.153048,0.165933,0.125391,0.119564,0.138016,0.129475,0.117954,0.125842,0.348856
-12.9606,0.158337,0.157298,0.115295,0.106208,0.120703,0.121952,0.107606,0.11974,0.357001
