ArcLength,DeltaFA
-26.477,0.024817020000000023
-25.977,0.02569746333333331
-25.477,0.027435186666666667
-24.977,0.03102958000000003
-24.477,0.04060118000000007
-23.977,0.05683621999999999
-23.477,0.07297724666666663
-22.977,0.08544603333333328
-22.477,0.09273411000000001
-21.977,0.09361190333333333
-21.477,0.0905425133333333
-20.977,0.08675492666666662
-20.477,0.0841836833333334
-19.977,0.08244913666666653
-19.477,0.08057423666666663
-18.977,0.0802347166666667
-18.477,0.0836498333333332
-17.977,0.08982461666666669
-17.477,0.09515835
-16.977,0.09600734000000005
-16.477,0.09201410333333332
-15.977,0.08520346999999984
-15.477,0.07667400666666663
-14.977,0.06626085999999998
-14.477,0.054326383333333284
-13.977,0.043009460000000055
-13.477,0.03447378999999989
-12.977,0.029767666666666692
-12.477,0.028317600000000054
-11.977,0.029151439999999973
-11.477,0.02985852999999994
-10.977,0.026768509999999968
-10.477,0.017244376666666783
-9.97699,7.436700000000851E-4
-9.47699,-0.01951514999999987
-8.97699,-0.035368376666666645
-8.47699,-0.03404419666666669
-7.97699,-0.010078203333333313
-7.47699,0.027745550000000008
-6.97699,0.0631911166666666
-6.47699,0.08123797333333332
-5.97699,0.08135796000000012
-5.47699,0.0740202233333333
-4.97699,0.06732025666666663
-4.47699,0.06366572999999986
-3.97699,0.06173354333333336
-3.47699,0.05857274999999995
-2.97699,0.050855090000000214
-2.47699,0.03617074333333348
-1.97699,0.01591770333333342
-1.47699,-0.004317199999999799
-0.976994,-0.016923066666666764
-0.476994,-0.020905190000000018
0.0230064,-0.019486533333333278
0.523006,-0.018298116666666586
1.02301,-0.021813583333333275
1.52301,-0.02726624666666655
2.02301,-0.030873079999999997
2.52301,-0.027286930000000154
3.02301,-0.012995260000000064
3.52301,0.010688293333333432
4.02301,0.03827190000000008
4.52301,0.06398034666666663
5.02301,0.08471576000000003
5.52301,0.09610787333333337
6.02301,0.09014338333333322
6.52301,0.0640224066666667
7.02301,0.03061889999999995
7.52301,0.007329619999999981
8.02301,0.004468803333333382
8.52301,0.016730823333333367
9.02301,0.02795219666666665
9.52301,0.028502816666666653
10.023,0.019476439999999984
10.523,0.007141350000000046
11.023,-6.257700000001365E-4
11.523,0.0018082266666666902
12.023,0.015075640000000112
12.523,0.03707682666666656
13.023,0.06232560333333337
13.523,0.08381606333333336
14.023,0.09548489999999993
14.523,0.09428709666666663
15.023,0.08265341333333326
15.523,0.06461903333333335
16.023,0.04411226333333318
16.523,0.02576768000000007
17.023,0.014013403333333396
17.523,0.010392536666666619
18.023,0.01048066666666675
18.523,0.007678100000000021
19.023,1.1689999999997536E-4
19.523,-0.00750336000000007
20.023,-0.008036526666666655
20.523,0.001146996666666733
21.023,0.016448533333333404
21.523,0.03155917666666663
22.023,0.042060003333333346
22.523,0.048695606666666696
23.023,0.05414804333333326
23.523,0.05983007000000001
24.023,0.06608408333333332
24.523,0.07045997333333331
25.023,0.07203243333333326
25.523,0.07060810333333334
