ArcLength, DeltaFA
-23.5362,0.22810907017543858
-23.0362,0.23530482894736848
-22.5362,0.24747573245614024
-22.0362,0.26098617543859665
-21.5362,0.2741382587719297
-21.0362,0.27862434649122814
-20.5362,0.264656451754386
-20.0362,0.235003442982456
-19.5362,0.19930546929824577
-19.0362,0.16725480701754392
-18.5362,0.14574205701754378
-18.0362,0.13750194736842103
-17.5362,0.14324889473684205
-17.0362,0.16292774561403506
-16.5362,0.1929245307017542
-16.0362,0.22753576754385973
-15.5362,0.2591215175438596
-15.0362,0.2806742587719298
-14.5362,0.28720044736842104
-14.0362,0.27631417543859643
-13.5362,0.249835114035088
-13.0362,0.21278698684210526
-12.5362,0.1739002280701754
-12.0362,0.1407949385964912
-11.5362,0.11741437719298248
-11.0362,0.1031479035087719
-10.5362,0.09391517105263153
-10.0362,0.08599520614035089
-9.53622,0.07783489473684202
-9.03622,0.06997092105263164
-8.53622,0.06393381140350873
-8.03622,0.0608398114035088
-7.53622,0.061706192982456054
-7.03622,0.06590721929824561
-6.53622,0.0709176359649123
-6.03622,0.07309011403508764
-5.53622,0.06915815350877197
-5.03622,0.05876206578947368
-4.53622,0.04430869736842108
-4.03622,0.030083162280701736
-3.53622,0.021017416666666622
-3.03622,0.01948439035087718
-2.53622,0.023678916666666716
-2.03622,0.02690420175438596
-1.53622,0.0228552587719299
-1.03622,0.012418131578947333
-0.536224,-0.001131048245613886
-0.0362243,-0.01093363157894739
0.463776,-0.006397758771929718
0.963776,0.01388123245614048
1.46378,0.047265048245614116
1.96378,0.0936167543859649
2.46378,0.1456238552631579
2.96378,0.1969550964912282
3.46378,0.24244440350877197
3.96378,0.2781216535087719
4.46378,0.3010832530701755
4.96378,0.3110790377192982
5.46378,0.3111407438596491
5.96378,0.30582873289473683
6.46378,0.2980195570175438
6.96378,0.2886723925438597
7.46378,0.2773486907894737
7.96378,0.2638817206140351
8.46378,0.248796896491228
8.96378,0.23206270570175433
9.46378,0.213602624122807
9.96378,0.19377073157894742
10.4638,0.17369573464912286
10.9638,0.15543290482456146
11.4638,0.1398608232456141
11.9638,0.12712377324561402
12.4638,0.11745552368421054
12.9638,0.1117304587719298
13.4638,0.1110897057017544
13.9638,0.11682715350877201
14.4638,0.12860116666666663
14.9638,0.14476162719298247
15.4638,0.1632597763157896
15.9638,0.1816526929824562
16.4638,0.19757019736842102
16.9638,0.20953842105263154
17.4638,0.2167114635964913
17.9638,0.21815262938596486
18.4638,0.21351975043859645
18.9638,0.2027700407894737
19.4638,0.18674616710526315
19.9638,0.16648352543859657
20.4638,0.14414479956140358
20.9638,0.12375385175438601
21.4638,0.10617375219298252
21.9638,0.09413837456140349
22.4638,0.08698749561403507
22.9638,0.08188713684210527
