Arc_length vs Data,010_06months_DTI_antsBM,012_06months_DTI_antsBM,013_05months_DTI_antsBM,014_05months_DTI_antsBM,016_04months_DTI_antsBM,019_04months_DTI_antsBM,020_05months_DTI_antsBM,021_05months_DTI_antsBM,022_05months_DTI_antsBM,023_05months_DTI_antsBM,025_04months_DTI_antsBM,028_04months_DTI_antsBM,029_04months_DTI_antsBM,030_04months_DTI_antsBM,031_04months_DTI_antsBM,032_06months_DTI_antsBM,035_06months_DTI_antsBM,036_06months_DTI_antsBM,Atlas
-31.0576,0.175633,0.186545,0.128981,0.105719,0.15719,0.187614,0.142816,0.131911,0.123938,0.161215,0.192668,0.112005,0.198804,0.152299,0.21249,0.142646,0.207592,0.115678,0.128732
-30.5576,0.152537,0.156908,0.133895,0.131207,-nan,0.172206,0.126066,0.133293,0.137819,0.145499,0.148244,0.115077,0.193431,0.137011,0.190665,0.120531,0.152377,0.0998035,0.128123
-30.0576,0.15871,0.160264,0.150428,0.154025,-nan,0.170966,0.13068,0.169068,0.146943,0.143463,0.140468,0.124268,0.194433,0.135937,0.186207,0.126595,0.132065,0.102633,0.131705
-29.5576,0.173606,0.176193,0.164029,0.172704,-nan,0.178914,0.148389,-nan,0.160495,0.153058,0.16228,0.139962,0.204432,0.148218,0.194727,0.143861,0.144001,0.121108,0.13881
-29.0576,0.186175,0.1891,0.174498,0.193737,-nan,0.18515,0.164003,-nan,0.173063,0.161821,0.181139,0.152927,0.214579,0.163884,0.201883,0.158289,0.159094,0.140386,0.145576
-28.5576,0.194036,0.197313,0.183608,0.213753,-nan,0.194804,0.176627,-nan,0.182868,0.170675,0.203942,0.165676,0.221951,0.177765,0.210949,0.170271,0.174064,0.156359,0.151243
-28.0576,0.195335,0.199355,0.189049,0.2217,0.16568,0.198073,0.184262,-nan,0.188552,0.172049,0.233559,-nan,0.223246,0.186161,0.221636,0.178303,0.181662,0.166539,0.155739
-27.5576,0.194148,0.197777,0.191281,0.222736,0.169675,0.196047,0.184201,-nan,0.191104,0.172082,0.260862,-nan,0.220335,0.188659,0.225423,0.182601,0.183794,0.170316,0.159607
-27.0576,0.193059,0.19712,0.191439,0.220255,0.174431,0.19375,0.181436,0.196584,0.192215,0.176335,0.282749,-nan,0.215749,0.186559,0.222965,0.185389,0.185124,0.169948,0.163009
-26.5576,0.193869,0.199983,0.190738,0.217199,0.178694,0.190054,0.178359,0.208265,0.193322,0.183264,0.2843,-nan,0.211335,0.182352,0.213598,0.187526,0.187974,0.168806,0.166542
-26.0576,0.196213,0.206253,0.190233,0.21651,0.182038,0.188987,0.176359,0.218964,0.195121,0.193196,0.266012,0.1848,0.20815,0.177482,0.200878,0.188007,0.195147,0.169011,0.170093
-25.5576,0.196335,0.211482,0.18881,0.211086,0.183951,0.188237,0.175981,0.225017,0.196216,0.197873,0.236004,0.181824,0.204338,0.171801,0.1953,0.184214,0.202067,0.169805,0.172613
-25.0576,0.193973,0.210441,0.185287,0.197408,0.183787,0.185339,0.175236,0.22347,0.195891,0.194141,0.210712,0.178269,0.198382,0.165945,0.198422,0.176036,0.206635,0.170561,0.174781
-24.5576,0.19651,0.20916,0.185661,0.185399,0.186961,0.18576,0.17708,0.220278,0.199711,0.192368,0.203928,0.179783,0.197122,0.166837,0.208663,0.172062,0.211865,0.17538,0.18299
-24.0576,0.209593,0.216537,0.194256,0.184849,0.197701,0.194839,0.184428,0.224201,0.211828,0.200783,0.21068,0.1908,0.206119,0.178789,0.221136,0.17993,0.221684,0.187909,0.201985
-23.5576,0.233293,0.235743,0.211023,0.198335,0.217303,0.214407,0.198104,0.239939,0.231681,0.220972,0.225549,0.213522,0.225983,0.201041,0.233957,0.200621,0.23877,0.209116,0.233486
-23.0576,0.2668,0.267469,0.236436,0.225352,0.248068,0.245163,0.219064,0.269977,0.259891,0.252748,0.249672,0.24804,0.2575,0.233086,0.253501,0.233478,0.265688,0.240272,0.27956
-22.5576,0.302913,0.30311,0.263602,0.257806,0.284299,0.28016,0.243503,0.306773,0.290006,0.287402,0.281871,0.285259,0.293014,0.267561,0.281472,0.270962,0.298874,0.27531,0.333442
-22.0576,0.336235,0.335056,0.287933,0.287402,0.319451,0.311663,0.267117,0.341624,0.31697,0.317829,0.315189,0.316303,0.325114,0.298196,0.314226,0.305977,0.331948,0.307922,0.38709
