Arc_length vs Data,010_06months_DTI_antsBM,012_06months_DTI_antsBM,013_05months_DTI_antsBM,014_05months_DTI_antsBM,016_04months_DTI_antsBM,019_04months_DTI_antsBM,020_05months_DTI_antsBM,021_05months_DTI_antsBM,022_05months_DTI_antsBM,023_05months_DTI_antsBM,025_04months_DTI_antsBM,028_04months_DTI_antsBM,029_04months_DTI_antsBM,030_04months_DTI_antsBM,031_04months_DTI_antsBM,032_06months_DTI_antsBM,035_06months_DTI_antsBM,036_06months_DTI_antsBM,Atlas
-27.3023,0.237094,0.225485,0.234859,0.224129,0.237714,0.205137,0.196928,0.227332,0.219046,0.238002,0.229352,0.229427,0.222722,0.216033,0.240913,0.212987,0.222906,0.194803,0.165466
-26.8023,0.23477,0.22711,0.225144,0.222699,0.239329,0.203048,0.199483,0.220169,0.219889,0.237194,0.229712,0.229232,0.220221,0.210639,0.240268,0.212406,0.224164,0.194738,0.160303
-26.3023,0.232022,0.229072,0.217578,0.225632,0.241182,0.205837,0.201543,0.218012,0.223242,0.235988,0.22941,0.229795,0.218551,0.207893,0.244061,0.2131,0.227697,0.193567,0.155468
-25.8023,0.228545,0.229602,0.209797,0.232695,0.243662,0.213644,0.2029,0.21879,0.227073,0.232536,0.227767,0.232873,0.215936,0.206232,0.250717,0.213474,0.229705,0.190099,0.150662
-25.3023,0.224589,0.227407,0.205142,0.243854,0.24434,0.223746,0.202955,0.220415,0.2289,0.224918,0.223416,0.235393,0.212588,0.205529,0.254921,0.213017,0.22943,0.182906,0.14683
-24.8023,0.210323,0.215672,0.2023,0.242113,0.229588,0.221668,0.193446,0.209887,0.219433,0.205843,0.208729,0.227026,0.198874,0.197255,0.240862,0.200249,0.215895,0.168641,0.142842
-24.3023,0.184972,0.195034,0.198656,0.217271,0.200743,0.201334,0.176485,0.184957,0.199938,0.179588,0.18789,0.20616,0.176768,0.179131,0.207654,0.17553,0.190414,0.155033,0.141223
-23.8023,0.158986,0.171375,0.194162,0.177637,0.167815,0.172058,0.15737,0.154181,0.179149,0.151157,0.16279,0.180892,0.153491,0.155951,0.169319,0.146733,0.160993,0.144007,0.143659
-23.3023,0.140333,0.151372,0.186953,0.144904,0.144256,0.147686,0.140022,0.132785,0.163445,0.131471,0.144723,0.162028,0.136034,0.138135,0.141367,0.126021,0.138428,0.138407,0.152741
-22.8023,0.128123,0.137895,0.180827,0.123625,0.132396,0.130556,0.125209,0.123921,0.153392,0.125018,0.136148,0.149397,0.122981,0.130222,0.123072,0.11606,0.125512,0.138544,0.166909
-22.3023,0.124895,0.136281,0.182406,0.11496,0.132247,0.125436,0.117364,0.128256,0.15046,0.132157,0.135856,0.144578,0.117366,0.133954,0.1175,0.118594,0.123393,0.145464,0.184719
-21.8023,0.136089,0.152258,0.196436,0.123037,0.146718,0.138857,0.122112,0.148034,0.158551,0.155285,0.148456,0.152797,0.126893,0.15272,0.131044,0.137212,0.135077,0.163424,0.207359
-21.3023,0.164852,0.185715,0.222902,0.147239,0.174058,0.170949,0.141907,0.180607,0.180027,0.191092,0.17437,0.177111,0.153359,0.184096,0.163607,0.170236,0.160612,0.194381,0.234377
