ArcLength,DeltaRD
-12.5745,-1.1051023391812778E-5
-12.0745,-6.150526023391797E-5
-11.5745,-6.999452631578933E-5
-11.0745,-5.90691666666665E-5
-10.5745,-4.127527192982481E-5
-10.0745,-2.0806283625730924E-5
-9.57454,-6.171836257309947E-6
-9.07454,-1.042715497076021E-5
-8.57454,-4.071349122807032E-5
-8.07454,-9.319695029239776E-5
-7.57454,-1.5449302046783631E-4
-7.07454,-2.0813338888888875E-4
-6.57454,-2.414574678362572E-4
-6.07454,-2.491076812865498E-4
-5.57454,-2.335933771929824E-4
-5.07454,-2.0149979239766057E-4
-4.57454,-1.6058523976608186E-4
-4.07454,-1.2040931286549689E-4
-3.57454,-8.861182163742666E-5
-3.07454,-7.049297368421031E-5
-2.57454,-6.471563157894747E-5
-2.07454,-6.328008187134486E-5
-1.57454,-5.824943274853798E-5
-1.07454,-4.738872514619861E-5
-0.574536,-3.2115456140350955E-5
-0.0745358,-1.2781894736842029E-5
0.425464,1.7434590643274723E-6
0.925464,4.643482456140498E-6
1.42546,-3.972178362573065E-6
1.92546,-2.498226023391818E-5
2.42546,-5.6340415204678466E-5
2.92546,-8.92874590643272E-5
3.42546,-1.1406528947368439E-4
3.92546,-1.228729999999999E-4
4.42546,-1.1008456432748533E-4
4.92546,-7.419851461988299E-5
5.42546,-1.755840935672515E-5
5.92546,5.5331538011696E-5
6.42546,1.3308740058479542E-4
6.92546,1.967450701754385E-4
7.42546,2.3716362865497062E-4
7.92546,2.5567209356725147E-4
8.42546,2.58391511695906E-4
8.92546,2.528477514619886E-4
9.42546,2.3853573391812908E-4
9.92546,2.146183684210522E-4
10.4255,1.812041725146198E-4
10.9255,1.441442017543859E-4
11.4255,9.614837719298247E-5
11.9255,4.896590350877202E-5
12.4255,1.545361959064324E-5
12.9255,-1.6240424553216307E-5
