ArcLength,DeltaFA
-31.4028,-0.022617041666666657
-30.9028,-0.028856283333333343
-30.4028,-0.032702741666666674
-29.9028,-0.034565708333333334
-29.4028,-0.03379341666666669
-28.9028,-0.02899542500000002
-28.4028,-0.021966999999999987
-27.9028,-0.015815833333333307
-27.4028,-0.012554750000000003
-26.9028,-0.012322708333333376
-26.4028,-0.014142125000000005
-25.9028,-0.01684687500000001
-25.4028,-0.019197375000000017
-24.9028,-0.019738125000000023
-24.4028,-0.017328250000000017
-23.9028,-0.011451541666666676
-23.4028,-0.0021843749999999884
-22.9028,0.00979066666666667
-22.4028,0.02364545833333334
-21.9028,0.038243375000000024
-21.4028,0.05209262499999995
-20.9028,0.06428662499999999
-20.4028,0.07466641666666665
-19.9028,0.08377475000000006
-19.4028,0.09210841666666664
-18.9028,0.100005875
-18.4028,0.10699004166666665
-17.9028,0.11244654166666668
-17.4028,0.11564462499999997
-16.9028,0.11563237500000004
-16.4028,0.11232529166666666
-15.9028,0.10610837500000003
-15.4028,0.09790479166666671
-14.9028,0.08801104166666668
-14.4028,0.0759711666666667
-13.9028,0.061530041666666646
-13.4028,0.04534883333333323
-12.9028,0.029208250000000102
-12.4028,0.015179083333333343
-11.9028,0.005215958333333437
-11.4028,9.239583333333634E-4
-10.9028,0.0029422916666665966
-10.4028,0.010716541666666746
-9.90278,0.02287766666666663
-9.40278,0.03663458333333336
-8.90278,0.05002862499999994
-8.40278,0.0609965833333333
-7.90278,0.06832737500000002
-7.40278,0.07336945833333325
-6.90278,0.07754925000000001
-6.40278,0.08386495833333335
-5.90278,0.09243091666666664
-5.40278,0.10376658333333322
-4.90278,0.116095375
-4.40278,0.12708025
-3.90278,0.13434116666666673
-3.40278,0.13593362499999995
-2.90278,0.13526612500000001
-2.40278,0.13719620833333324
-1.90278,0.14507233333333325
-1.40278,0.15689466666666663
-0.902781,0.16769079166666656
-0.402781,0.17537770833333344
0.0972189,0.18031699999999984
0.597219,0.1840100416666668
1.09722,0.1869168750000001
1.59722,0.18728325000000012
2.09722,0.18341045833333336
2.59722,0.17357704166666676
3.09722,0.15696762500000006
3.59722,0.13482108333333342
4.09722,0.11018066666666665
4.59722,0.08717074999999996
5.09722,0.06774524999999992
5.59722,0.05219483333333336
6.09722,0.039513666666666614
6.59722,0.029585708333333405
7.09722,0.022596208333333312
7.59722,0.01824712499999992
8.09722,0.01690075000000002
8.59722,0.018180874999999985
9.09722,0.021598916666666634
9.59722,0.02574954166666671
10.0972,0.02880208333333334
10.5972,0.029943249999999977
11.0972,0.029085708333333238
11.5972,0.026398166666666667
12.0972,0.022024333333333312
12.5972,0.016090791666666715
13.0972,0.009494000000000058
13.5972,0.003286416666666625
14.0972,-0.0011766249999998757
14.5972,-0.002937875000000034
15.0972,-0.00199495833333338
15.5972,9.244999999999948E-4
16.0972,0.004746874999999956
16.5972,0.008109583333333337
17.0972,0.010278208333333372
17.5972,0.011113791666666678
18.0972,0.010656583333333358
18.5972,0.009290166666666655
19.0972,0.0066901666666666915
19.5972,0.0026425833333333093
20.0972,-0.0027979583333333224
20.5972,-0.009647249999999968
21.0972,-0.01752058333333331
21.5972,-0.025541291666666632
22.0972,-0.032982041666666656
22.5972,-0.03828879166666668
23.0972,-0.04040108333333334
23.5972,-0.038868208333333334
24.0972,-0.033934958333333334
24.5972,-0.027255166666666678
25.0972,-0.02097891666666664
25.5972,-0.016677833333333336
26.0972,-0.014674958333333321
26.5972,-0.014388291666666664
27.0972,-0.013584133333333345
27.5972,-0.011027258333333359
28.0972,-0.006510175000000021
28.5972,-8.948625000000238E-4
29.0972,0.0046424875
29.5972,0.009501937500000002
30.0972,0.013211191666666677
30.5972,0.015954133333333342
31.0972,0.01797320000000001
